communityName,state,population,popDens,numbUrban,pctUrban,medIncome,medRent,PctHousOccup,PctHousOwnOcc,PersPerOwnOccHous,PersPerRentOccHous,burglPerPop,larcPerPop,robbPerPop,theftComb
ElkRivercity,MN,11143,252.1,0,0.0,37549,471,96.01,74.52,3.16,2.25,725.02,2628.2,15.1,3368.3199999999997
Ridgelandcity,MS,11714,1049.6,11765,100.0,31938,488,91.6,34.83,2.73,1.72,758.69,4137.69,154.55,5050.929999999999
Laurelcity,MD,19438,5924.1,19438,100.0,44002,627,94.5,52.99,2.34,2.14,989.78,3526.38,345.27,4861.43
Collingswoodborough,NJ,15289,8070.6,15301,100.0,33026,522,95.03,54.07,2.76,1.92,1053.65,2807.43,187.16,4048.24
LosAltoscity,CA,26303,3985.3,26303,100.0,79579,1001,97.33,87.83,2.68,2.29,733.79,1171.24,31.75,1936.78
Owassocity,OK,11151,1793.9,0,0.0,33000,456,92.51,71.79,2.97,2.41,643.14,1906.44,38.28,2587.86
Milpitascity,CA,50686,3556.4,50686,100.0,55730,869,97.47,69.61,3.36,3.38,725.88,2997.79,110.3,3833.9700000000003
Monroetown,CT,16896,624.4,9850,58.3,59967,977,96.96,91.04,3.16,2.55,548.1,1072.89,23.32,1644.3100000000002
Middletowntownship,NJ,68183,1600.5,67857,99.52,54053,714,96.35,84.63,3.09,2.19,323.8,1185.85,18.22,1527.87
SanRafaelcity,CA,48404,2816.8,48404,100.0,41922,730,96.01,54.47,2.38,2.24,1047.27,3974.31,163.64,5185.22
ElPasocity,TX,515342,2027.3,515181,99.97,23460,349,95.21,57.62,3.32,2.97,956.09,4988.01,264.48,6208.58
Pembroketown,MA,14544,642.6,6239,42.9,46932,492,95.6,88.96,3.22,2.1,459.1,1603.62,25.86,2088.58
Wheelingcity,WV,34882,2440.7,34881,100.0,21053,274,87.8,61.26,2.47,1.88,1138.5,1634.39,164.32,2937.2100000000005
Northbridgetown,MA,13371,750.7,10208,76.34,36634,533,94.83,57.8,2.94,2.45,380.45,1170.05,7.18,1557.68
Moultriecity,GA,14865,1097.9,0,0.0,16574,273,90.8,53.15,2.57,2.66,1914.76,6024.17,318.07,8257.0
ElRenocity,OK,15414,186.8,0,0.0,22027,337,85.51,67.8,2.51,2.65,1157.52,2849.77,150.98,4158.2699999999995
Bergenfieldborough,NJ,24458,8160.3,24458,100.0,45713,693,97.39,71.08,2.97,2.3,439.75,1247.3,47.97,1735.02
SpringGardentownship,PA,11207,1627.4,10759,96.05,37044,423,97.44,86.23,2.47,2.37,394.84,2816.53,52.65,3264.0200000000004
LomaLindacity,CA,17400,2402.0,17400,100.0,33265,535,92.29,45.82,2.73,2.5,1647.82,2837.91,161.55,4647.28
Moscowcity,ID,18519,3730.7,0,0.0,19977,317,97.38,42.05,2.69,2.08,417.33,1787.83,5.15,2210.31
Hurstcity,TX,33574,3283.8,33574,100.0,37473,445,92.59,62.73,2.7,2.46,1044.02,4963.95,175.39,6183.36
TerreHautecity,IN,57483,2006.2,57483,100.0,19118,282,89.25,62.11,2.41,2.17,1738.76,4674.56,79.03,6492.35
Brawleycity,CA,18923,3675.8,0,0.0,22365,364,94.56,49.35,3.27,3.2,1992.07,3455.35,173.22,5620.64
Oregoncity,OH,18334,606.1,18334,100.0,34704,412,94.48,72.01,2.86,1.99,730.01,4134.89,185.23,5050.13
Freeportcity,TX,11389,959.0,0,0.0,21483,333,78.39,57.07,3.04,2.96,1135.99,3334.96,89.26,4560.21
Edwardsvillecity,IL,14579,1612.7,14579,100.0,32733,435,93.89,70.29,2.58,2.08,577.66,2599.45,45.95,3223.0599999999995
Penntownship,PA,15945,507.3,11131,69.81,33219,382,97.27,91.0,2.95,2.5,497.64,2791.84,42.17,3331.65
LowerMorelandtownship,PA,11768,1561.2,11768,100.0,60925,424,97.9,88.16,2.98,1.71,459.6,1311.94,25.07,1796.61
Manheimtownship,PA,28880,1162.1,26209,90.75,41450,555,96.79,73.57,2.7,2.14,333.63,2505.62,61.28,2900.53
SanBernardinocity,CA,164164,2876.8,164164,100.0,25533,485,92.65,52.25,2.84,2.97,2595.38,4604.89,848.7,8048.97
WestHollywoodcity,CA,36118,18541.1,36118,100.0,29314,608,94.74,22.28,1.61,1.58,1949.97,5309.68,1401.09,8660.74
Rochestercity,NY,231636,6248.1,231636,100.0,22785,442,92.54,44.0,2.61,2.18,2747.57,5860.05,709.86,9317.480000000001
Normancity,OK,80071,436.6,74195,92.66,25165,362,89.5,51.04,2.61,2.06,1184.17,3426.13,43.27,4653.570000000001
TheColonycity,TX,22113,1825.7,0,0.0,42743,687,94.69,77.2,3.21,3.45,622.85,1953.81,18.54,2595.2
Gladstonecity,OR,10152,4003.2,10152,100.0,32069,443,98.08,72.01,2.77,2.54,900.82,3475.89,81.89,4458.6
Lowellcity,MA,103439,7247.1,103439,100.0,29351,561,91.85,41.89,2.85,2.56,2323.51,3236.76,312.7,5872.97
LaPortecity,TX,27910,1397.2,27896,100.0,41733,465,91.75,70.98,3.09,2.9,577.7,1641.06,47.61,2266.3700000000003
Victoriacity,TX,55076,1765.0,55000,100.0,25576,354,90.71,58.18,2.83,2.64,1808.05,4939.73,132.85,6880.63
Gainesvillecity,GA,17885,760.4,0,0.0,25689,393,90.71,47.35,2.5,2.41,1121.84,5911.06,236.44,7269.34
Yarmouthtown,MA,21174,842.7,21051,99.32,27222,716,60.29,73.11,2.17,2.22,1247.16,2636.85,40.09,3924.1000000000004
Soloncity,OH,18548,877.0,18548,100.0,54005,610,96.06,85.79,3.07,2.03,243.19,1478.6,24.32,1746.11
Davenportcity,IA,95333,1499.7,95027,99.68,26218,351,92.22,61.17,2.65,2.25,1885.84,5698.59,297.71,7882.14
Raleighcity,NC,207951,2277.5,207951,100.0,32451,479,92.64,46.88,2.5,2.05,1223.37,3900.1,330.02,5453.49
Rexburgcity,ID,14302,3247.5,0,0.0,19183,297,96.17,40.43,3.77,3.78,302.22,3727.33,0.0,4029.55
Camdencity,NJ,87492,9575.4,87492,100.0,17386,414,88.35,48.39,3.15,3.15,4848.97,4713.31,1985.69,11547.970000000001
Cranberrytownship,PA,14816,627.3,0,0.0,41006,589,95.49,82.88,2.98,2.14,212.38,1221.21,0.0,1433.5900000000001
ElMontecity,CA,106209,10789.2,106209,100.0,28034,600,96.19,40.21,3.56,4.29,1290.08,2076.3,594.18,3960.56
Hudsontown,NH,19530,666.9,13568,69.47,47859,772,96.06,74.92,3.03,2.59,339.5,1611.35,15.2,1966.05
Austincity,TX,465622,2063.8,465577,100.0,25414,410,88.53,40.58,2.63,2.12,1683.8,7100.74,309.75,9094.289999999999
OldBridgetownship,NJ,56475,1434.0,54882,97.18,47482,621,94.64,67.89,3.06,2.29,540.44,1638.31,50.98,2229.73
Hannibalcity,MO,18004,1534.6,0,0.0,20095,249,89.84,66.85,2.56,2.22,1188.32,4736.87,38.33,5963.5199999999995
Worcestercity,MA,169759,4362.9,169759,100.0,28955,527,92.14,43.29,2.65,2.32,2047.03,3139.7,377.65,5564.379999999999
Greenwoodcity,SC,20807,1592.2,0,0.0,18683,296,91.93,48.8,2.32,2.47,1322.19,4358.5,271.33,5952.02
Snydercity,TX,12195,1504.8,0,0.0,23497,339,84.27,71.05,2.71,2.67,524.7,1977.72,0.0,2502.42
TarponSpringscity,FL,17906,1990.4,17906,100.0,25380,424,81.15,71.49,2.4,2.29,1006.15,2871.08,162.61,4039.84
Keizercity,OR,21884,2914.8,21884,100.0,31063,419,97.15,65.1,2.68,2.42,633.93,3053.05,47.36,3734.34
LincolnParkborough,NJ,10978,1574.9,10978,100.0,53781,834,96.22,74.9,2.85,2.13,215.4,996.23,0.0,1211.63
Lackawannacity,NY,20585,3246.0,20585,100.0,21310,339,94.14,57.47,2.57,2.19,954.56,1924.03,174.01,3052.6000000000004
Englewoodcity,OH,11432,2129.8,11432,100.0,37087,445,97.28,71.8,2.75,1.91,485.65,4927.15,26.49,5439.289999999999
Roanokecity,VA,96397,2168.8,96397,100.0,22591,336,92.44,56.63,2.42,2.15,120.88,4505.41,222.3,4848.59
KansasCitycity,MO,435146,1348.3,433511,99.63,26713,404,88.02,56.93,2.61,2.12,2717.1,5299.3,873.3,8889.699999999999
Florencecity,AL,36426,1496.5,36521,100.0,21459,305,93.7,60.5,2.48,2.15,930.77,3528.84,80.94,4540.55
Cortlandcity,NY,19801,4879.5,0,0.0,22550,390,94.94,45.64,2.59,2.25,862.07,4029.67,45.11,4936.849999999999
Norwalkcity,CA,94279,9323.5,94279,100.0,38124,706,96.69,64.98,3.51,3.44,1065.68,1771.85,388.15,3225.68
Yonkerscity,NY,188082,10040.9,188082,100.0,36376,522,95.42,43.54,2.76,2.42,918.34,2507.7,465.18,3891.22
BocaRatoncity,FL,61492,2183.4,61491,100.0,42314,656,79.58,74.47,2.35,2.03,1362.77,3548.55,121.6,5032.92
Hamburgtownship,MI,13083,389.8,0,0.0,48481,534,87.13,89.52,2.92,2.62,409.17,1621.78,14.88,2045.8300000000002
Northfieldcity,MN,14514,2373.3,0,0.0,30613,411,95.82,63.24,2.79,1.94,385.12,2639.92,6.21,3031.25
ThousandOakscity,CA,104352,2032.4,104352,100.0,56856,899,96.54,73.69,2.87,2.67,581.86,1696.27,58.28,2336.4100000000003
Rosevillecity,MN,33485,2440.2,33485,100.0,37862,507,95.4,68.44,2.65,1.76,593.06,5181.81,32.95,5807.820000000001
Brunswickcity,GA,16433,920.9,16433,100.0,17959,315,89.28,49.5,2.55,2.61,2421.09,6771.32,552.76,9745.17
Goldsborocity,NC,40709,1868.8,40709,100.0,19955,332,93.57,40.15,2.46,2.62,1986.6,5280.85,451.9,7719.35
SanJosecity,CA,782248,4408.8,782225,100.0,46206,755,96.47,61.29,3.08,3.08,730.88,2600.49,144.13,3475.5
Oneontacity,NY,13954,3079.0,0,0.0,20628,385,93.38,45.83,2.47,2.1,544.77,2040.97,15.35,2601.0899999999997
Folsomcity,CA,29802,1342.4,29796,100.0,46726,593,92.98,74.09,2.75,2.3,567.81,1922.01,42.71,2532.5299999999997
LongBeachcity,NY,33510,15151.9,33510,100.0,41495,758,88.5,50.9,2.56,2.14,831.55,1601.62,166.9,2600.07
Farmingtoncity,NM,33997,1395.6,0,0.0,28911,378,91.31,65.06,2.89,2.71,992.37,5502.68,102.75,6597.8
Tredyffrintownship,PA,28028,1363.7,26012,92.67,61144,722,95.83,76.37,2.6,1.94,403.38,1346.94,35.08,1785.4
Shelbyvillecity,TN,14049,984.4,0,0.0,20099,303,92.23,60.05,2.43,2.38,1161.7,2361.07,81.63,3604.4000000000005
Maywoodcity,CA,27850,23054.6,27850,100.0,25567,525,97.25,30.53,4.48,4.16,534.82,1302.48,291.06,2128.36
Webstertown,MA,16196,1251.6,15290,94.41,30067,444,88.85,52.98,2.59,2.25,1179.33,2246.06,23.71,3449.1
Tiffincity,OH,18604,2950.2,0,0.0,24215,316,93.94,65.47,2.6,2.17,569.56,3229.27,69.85,3868.68
Hanovertownship,NJ,11538,1044.2,11538,100.0,60688,986,97.63,90.4,3.06,2.69,284.5,1355.54,33.47,1673.51
Colchestertown,VT,14731,384.7,10138,68.82,39308,550,85.22,70.56,2.77,2.27,765.51,2420.83,0.0,3186.34
Spartanburgcity,SC,43467,2319.0,43467,100.0,22423,341,93.1,48.22,2.51,2.4,2526.56,8356.42,696.01,11578.99
Goffstowntown,NH,14621,382.5,8888,60.79,42160,571,94.76,79.39,2.85,2.17,392.55,1807.11,27.07,2226.73
Austincity,MN,21907,2182.7,0,0.0,22257,276,95.4,72.96,2.45,1.85,610.26,2941.98,22.77,3575.0099999999998
Hanfordcity,CA,30897,2583.4,0,0.0,26629,421,93.5,55.63,2.83,2.76,957.57,3759.99,111.28,4828.839999999999
Charlottecity,NC,395934,2193.2,396003,100.0,31873,462,93.29,54.98,2.62,2.25,1964.73,4846.13,593.04,7403.900000000001
Anacortescity,WA,11451,1016.2,0,0.0,28919,425,93.53,68.13,2.44,2.33,267.54,3210.52,0.0,3478.06
Concordcity,NC,27347,1210.5,27347,100.0,25473,389,93.04,60.95,2.51,2.32,1529.9,3826.34,187.66,5543.9
Chattanoogacity,TN,152466,1242.6,152488,100.0,22197,360,89.33,54.23,2.52,2.19,2033.1,5113.13,458.48,7604.709999999999
MillValleycity,CA,13038,2693.8,13038,100.0,55748,879,97.0,65.21,2.33,1.84,1372.96,2783.65,75.44,4232.05
SugarLandcity,TX,24529,1929.6,24529,100.0,56571,723,94.42,83.05,3.09,2.61,712.2,2508.58,50.87,3271.6499999999996
Portlandcity,TX,12224,2007.9,12142,100.0,37952,426,90.23,65.92,3.01,2.89,647.58,2403.22,0.0,3050.7999999999997
Fallstownship,PA,34997,1516.5,34931,100.0,40287,630,94.28,76.99,2.96,2.21,488.82,1899.09,61.8,2449.71
Peterstownship,PA,14467,712.7,12212,84.41,53045,577,96.83,91.75,2.94,2.29,237.88,1135.05,13.59,1386.5199999999998
Huntingtoncity,IN,16389,2151.9,0,0.0,25855,346,93.95,69.03,2.65,2.37,544.08,2269.94,35.1,2849.12
Gaffneycity,SC,13145,1720.5,0,0.0,21515,298,92.29,62.11,2.65,2.41,1012.44,1824.89,124.99,2962.3199999999997
DesMoinescity,WA,17283,4904.4,17283,100.0,32145,510,94.84,46.98,2.43,2.11,998.95,3195.61,203.97,4398.530000000001
Radfordcity,VA,15940,1567.0,0,0.0,19487,410,94.74,47.84,2.53,2.44,369.98,2125.79,18.81,2514.58
Bristoltown,RI,21625,2065.2,21625,100.0,34165,501,93.67,65.23,2.85,2.3,334.37,1332.84,0.0,1667.21
Ridgewoodvillage,NJ,24152,4033.9,24152,100.0,75221,912,96.4,78.57,3.05,2.17,250.6,897.3,36.38,1184.28
Enniscity,TX,13883,804.2,0,0.0,25679,427,91.54,64.33,2.91,2.95,1152.98,3383.43,41.18,4577.59
Wauwatosacity,WI,49366,3598.8,49366,100.0,40041,526,97.83,68.69,2.66,1.78,773.74,2986.81,122.72,3883.27
HarperWoodscity,MI,14903,5560.8,14903,100.0,33098,576,97.45,80.63,2.38,1.67,543.86,12187.98,299.82,13031.66
Ardmorecity,OK,23079,457.6,0,0.0,20463,318,87.22,66.56,2.36,2.5,2788.54,6065.71,160.07,9014.32
NewOrleanscity,LA,496938,2655.3,496738,99.96,18477,379,83.45,43.71,2.67,2.45,2274.93,4478.87,1053.46,7807.259999999999
Prichardcity,AL,34311,1304.6,34311,100.0,11576,242,85.3,57.45,3.0,3.09,4849.24,4559.96,1049.77,10458.970000000001
MontereyParkcity,CA,60738,7676.7,60738,100.0,32605,661,96.09,54.93,3.02,3.19,1302.14,1602.76,508.49,3413.3900000000003
Downeycity,CA,91444,7097.5,91444,100.0,36991,649,96.24,52.48,2.88,2.52,823.78,1721.27,317.76,2862.8100000000004
Hopewellcity,VA,23101,2176.1,23101,100.0,26934,389,93.65,56.93,2.58,2.46,931.21,4085.19,166.0,5182.4
Wakefieldtown,MA,24825,3208.9,24825,100.0,43960,673,97.65,71.22,2.89,2.01,543.96,1227.8,23.31,1795.07
Edmondcity,OK,52315,592.2,51483,98.41,37644,423,91.06,67.79,2.89,2.33,608.78,2396.14,34.09,3039.01
Waynecity,MI,19899,3191.0,19899,100.0,31250,400,97.45,63.86,2.93,2.28,1000.1,4175.69,299.0,5474.79
Weymouthtown,MA,54063,3067.4,54063,100.0,41586,689,94.95,66.08,2.84,2.01,608.71,1502.91,39.5,2151.12
Mobilecity,AL,196278,1605.1,196278,100.0,22446,332,91.09,58.07,2.67,2.34,2369.29,4815.22,575.34,7759.85
Andovercity,MN,15216,430.2,15216,100.0,46515,613,98.03,94.88,3.43,3.39,921.43,1813.14,14.86,2749.4300000000003
Gadsdencity,AL,42523,1154.8,42523,100.0,19187,270,91.47,64.83,2.42,2.3,2075.65,5824.19,398.51,8298.35
Rutlandcity,VT,18230,2307.7,0,0.0,25434,440,93.01,53.42,2.57,2.02,1054.48,3503.6,5.67,4563.75
Appletoncity,WI,56177,3705.5,56177,100.0,32375,385,97.19,66.15,2.74,2.13,530.25,3117.38,15.68,3663.31
Portagecity,MI,41042,1230.1,41042,100.0,39045,434,95.87,71.62,2.9,2.01,650.09,4410.35,44.43,5104.870000000001
Terrellcity,TX,12490,683.3,0,0.0,21633,391,87.94,63.52,2.67,3.0,1521.66,4301.32,293.79,6116.7699999999995
Kerrvillecity,TX,17384,1081.1,0,0.0,22186,387,85.86,60.05,2.21,2.3,780.36,3379.84,56.85,4217.05
Barnegattownship,NJ,12235,351.2,0,0.0,36469,849,84.92,87.87,2.9,3.01,230.18,1381.06,0.0,1611.24
Columbiacity,SC,98052,808.0,95829,97.73,23216,392,91.85,45.02,2.36,2.28,2000.82,7003.84,637.58,9642.24
Cloviscity,CA,50323,3393.8,50323,100.0,31699,474,96.67,53.18,2.92,2.54,1185.13,3043.71,113.89,4342.7300000000005
Owossocity,MI,16322,3241.1,0,0.0,23220,361,96.44,63.52,2.66,2.23,670.22,2579.14,29.92,3279.2799999999997
NewSmyrnaBeachcity,FL,16543,1089.5,16548,100.0,23630,455,68.6,70.17,2.05,2.14,1263.23,3058.34,138.51,4460.08
Danburytown,CT,65585,1502.8,65585,100.0,43832,693,92.85,60.09,2.74,2.39,844.22,3718.59,109.78,4672.59
Lexingtoncity,NC,16581,1334.2,0,0.0,21011,353,93.31,51.57,2.3,2.43,2347.27,5129.02,259.63,7735.920000000001
Mundytownship,MI,11511,311.3,5794,50.33,43937,468,97.15,86.77,2.84,2.1,634.14,3280.63,50.73,3965.5
Columbuscity,OH,632270,3224.5,632270,100.0,26630,422,92.42,46.57,2.63,2.17,2043.9,4548.25,608.55,7200.7
Haverhillcity,MA,51418,1489.1,51418,100.0,36945,586,91.81,58.64,2.73,2.3,1451.62,2069.44,108.92,3629.98
Commercecity,CA,12135,1793.0,12141,100.0,27415,540,97.57,48.26,3.8,3.6,2029.31,6756.32,1095.18,9880.81
Alpenacity,MI,11354,1289.1,0,0.0,20472,286,94.24,68.92,2.49,2.08,907.65,4229.82,17.62,5155.089999999999
Elizabethtowncity,KY,18167,843.3,0,0.0,23420,316,92.51,60.84,2.57,2.15,762.58,3674.7,66.53,4503.8099999999995
Oxnardcity,CA,142216,5616.7,142192,100.0,37174,686,95.28,53.74,3.48,3.65,1101.67,3018.5,316.52,4436.6900000000005
Bellefontainecity,OH,12142,1918.9,0,0.0,25221,344,92.82,59.03,2.6,2.41,574.89,2331.08,39.38,2945.35
Winchestercity,VA,21947,2270.1,0,0.0,26086,425,92.62,45.38,2.43,2.21,898.69,6215.94,99.85,7214.48
RichmondHeightscity,MO,10448,4434.6,10448,100.0,32237,455,94.79,58.54,2.54,1.69,673.43,10822.35,350.94,11846.720000000001
DanaPointcity,CA,31896,4630.7,31896,100.0,54516,898,86.6,58.88,2.5,2.46,1106.39,2456.65,104.1,3667.14
Danverstown,MA,24174,1756.9,24174,100.0,43759,666,96.64,74.47,2.82,2.11,628.86,3163.82,35.15,3827.8300000000004
Greenwoodcity,MS,18906,1976.8,0,0.0,15938,245,92.64,48.81,2.59,2.68,4067.01,6606.26,242.33,10915.6
ClevelandHeightscity,OH,54052,6420.1,54052,100.0,36043,489,96.11,62.56,2.85,1.98,244.2,1783.98,52.2,2080.38
Cambridgecity,MA,95802,14370.9,95802,100.0,33140,538,93.87,30.35,2.27,1.99,989.88,3799.68,269.58,5059.139999999999
Dunkirkcity,NY,13989,2980.2,0,0.0,20742,320,94.96,64.9,2.54,2.3,763.91,3617.76,93.69,4475.36
NorthHuntingdontownship,PA,28158,991.0,25438,90.4,32066,385,97.53,86.92,2.8,2.23,265.36,984.64,24.44,1274.44
NewBritaintown,CT,75491,5462.9,75491,100.0,30121,512,93.3,43.11,2.5,2.33,1549.64,4099.47,307.64,5956.750000000001
Springvillecity,UT,13950,1392.8,13950,100.0,25341,347,96.1,68.34,3.45,3.01,477.76,2953.4,18.61,3449.77
Athenscity,OH,21265,3029.0,0,0.0,14350,383,95.0,34.06,2.46,2.22,329.07,2406.92,47.01,2783.0000000000005
VestaviaHillscity,AL,19749,2158.8,19749,100.0,49858,500,95.97,75.69,2.67,2.1,199.86,794.44,34.98,1029.28
Hilltowntownship,PA,10582,379.5,1813,17.13,44717,563,97.51,83.41,3.02,2.6,390.3,1589.07,0.0,1979.37
Baltimorecity,MD,736014,8791.5,736014,100.0,24045,413,91.04,48.62,2.68,2.5,2513.45,5820.06,1737.69,10071.2
ElCerritocity,CA,22869,6069.3,22869,100.0,39538,695,96.25,62.86,2.37,2.15,1483.25,4710.19,613.61,6807.049999999999
Watertowncity,WI,12388,1902.7,0,0.0,26873,368,97.36,58.1,2.72,2.33,556.27,3155.42,43.16,3754.85
Elgincity,IL,77010,3388.3,77010,100.0,35554,501,96.17,62.3,2.89,2.62,933.98,2899.88,127.31,3961.17
McAllencity,TX,84021,2501.5,84021,100.0,22068,340,87.09,60.29,3.45,3.17,2145.37,7936.72,139.04,10221.130000000001
Olympiacity,WA,33840,2024.4,33840,100.0,27785,456,93.87,52.02,2.46,1.97,775.17,5800.19,91.63,6666.99
Fairfieldtown,CT,53418,1716.6,49020,91.77,55752,895,95.88,80.31,2.69,2.38,933.1,2176.0,64.54,3173.64
Ringwoodborough,NJ,12623,487.8,12623,100.0,60026,980,95.53,92.59,3.2,2.83,232.96,759.0,0.0,991.96
NorthLauderdalecity,FL,26506,6633.1,26506,100.0,36297,658,92.56,66.22,2.96,2.85,1113.87,3187.09,136.54,4437.5
NewBraunfelscity,TX,27334,1037.3,0,0.0,26409,420,90.35,63.77,2.69,2.6,831.78,4102.21,69.32,5003.3099999999995
YorbaLindacity,CA,52422,2889.9,52422,100.0,67892,918,96.73,84.29,3.17,2.85,402.87,1436.75,32.36,1871.9799999999998
Bloomfieldtownship,NJ,45061,8173.9,45061,100.0,39822,600,95.66,54.82,2.81,1.94,981.7,2000.57,209.9,3192.17
LauderdaleLakescity,FL,27341,7341.8,27341,100.0,20731,544,85.93,65.98,2.14,2.49,1179.32,3505.9,566.5,5251.72
Winonacity,MN,25399,2065.6,0,0.0,22497,320,96.41,63.6,2.54,2.05,490.9,5109.97,7.73,5608.599999999999
HoffmanEstatesvillage,IL,46561,2406.0,46561,100.0,49475,693,95.88,73.83,3.11,2.35,474.72,1985.0,48.31,2508.03
GooseCreekcity,SC,24692,761.2,24692,100.0,30007,429,96.28,46.55,3.09,3.55,363.36,1929.44,25.44,2318.2400000000002
Medfordcity,OR,46951,2479.5,46951,100.0,25677,431,95.85,56.75,2.55,2.29,1193.32,6482.03,72.83,7748.179999999999
PinellasParkcity,FL,43426,3021.6,43426,100.0,26109,498,88.31,73.64,2.32,2.42,1210.77,4917.39,131.13,6259.29
Bethanycity,OK,20075,3714.8,20075,100.0,27235,370,86.78,64.83,2.48,2.37,935.84,3225.65,34.84,4196.33
Mustangcity,OK,10434,839.0,10434,100.0,36512,467,92.31,77.72,3.01,2.82,549.45,2154.88,0.0,2704.33
Secaucustown,NJ,14061,2304.9,14061,100.0,51814,709,89.67,65.17,2.66,2.11,511.36,5068.29,103.57,5683.219999999999
Comptoncity,CA,90454,8588.5,90454,100.0,24971,549,96.06,56.84,3.87,4.21,1651.16,1799.67,999.36,4450.19
Salisburycity,NC,23087,1361.6,0,0.0,24081,353,92.49,56.42,2.32,2.28,3011.56,5708.53,381.75,9101.84
Lawrencecity,IN,26763,1287.7,26763,100.0,29652,424,91.32,62.68,2.56,2.32,911.84,2192.07,207.9,3311.8100000000004
Trentoncity,MI,20586,2721.6,20586,100.0,41129,436,97.23,76.91,2.76,2.06,236.07,1597.27,15.07,1848.4099999999999
Salisburycity,MD,20592,1930.5,0,0.0,24712,468,93.4,40.07,2.32,2.38,2486.25,8044.54,496.36,11027.150000000001
LakeCitycity,FL,10005,917.2,0,0.0,18619,312,86.85,56.26,2.45,2.4,2698.99,9745.8,323.88,12768.669999999998
CapeGirardeaucity,MO,34438,1445.0,0,0.0,22634,331,91.9,57.35,2.56,2.04,733.81,4847.03,115.87,5696.71
McMinnvillecity,TN,11194,1319.4,0,0.0,17058,270,92.48,58.02,2.37,2.17,1586.91,3841.15,65.1,5493.160000000001
OakHarborcity,WA,17176,2194.2,0,0.0,25556,458,96.73,39.84,2.76,2.93,294.52,2960.98,5.26,3260.76
Cinnaminsontownship,NJ,14583,1851.6,14583,100.0,51129,694,97.74,95.74,3.05,2.78,629.77,1815.62,147.39,2592.7799999999997
Lakewoodcity,CA,73557,7558.3,73557,100.0,44700,802,97.41,72.06,2.79,2.88,873.27,2579.72,343.29,3796.2799999999997
GrossePointeFarmscity,MI,10092,3609.4,10092,100.0,66844,721,97.21,95.52,2.65,2.28,205.78,2028.42,39.2,2273.4
TwoRiverscity,WI,13030,2278.3,0,0.0,25710,290,95.38,71.53,2.62,2.22,361.07,2399.58,15.04,2775.69
Claytoncity,MO,13874,5419.5,13874,100.0,44218,521,92.83,49.93,2.45,1.68,991.03,3421.59,137.44,4550.0599999999995
Romecity,GA,30326,1209.9,30326,100.0,21078,294,91.67,51.38,2.46,2.3,2534.31,6048.43,295.2,8877.94
Altoonacity,PA,51881,5131.0,51881,100.0,20695,285,91.13,66.08,2.59,2.24,792.5,1687.64,76.02,2556.1600000000003
Atascaderocity,CA,23138,884.5,0,0.0,35140,533,95.59,63.3,2.82,2.48,1104.59,2357.0,53.38,3514.9700000000003
VadnaisHeightscity,MN,11041,1462.5,11041,100.0,43929,538,97.37,84.48,2.91,2.29,261.6,904.4,14.95,1180.95
MountClemenscity,MI,18405,4217.5,18405,100.0,25716,379,94.31,56.17,2.64,1.96,1115.91,3910.94,326.35,5353.200000000001
Burlesoncity,TX,16113,926.0,0,0.0,33628,513,94.91,72.34,2.9,2.77,730.72,2159.68,32.48,2922.8799999999997
Hoovercity,AL,39788,1610.3,39788,100.0,44747,488,94.28,60.63,2.77,1.99,706.82,2848.57,99.29,3654.6800000000003
Lawrencetownship,NJ,25787,1124.0,24233,93.97,51035,731,94.47,72.25,2.69,2.22,765.95,4354.22,86.78,5206.95
Readingtown,MA,22539,2191.9,22539,100.0,52783,706,97.88,81.35,3.02,1.94,457.89,808.8,12.84,1279.53
Brigantinecity,NJ,11354,1705.0,11354,100.0,35989,716,54.83,56.17,2.35,2.36,1343.51,3839.77,33.17,5216.45
Dracuttown,MA,25594,1182.0,21578,84.31,45165,615,96.91,76.38,3.01,2.33,942.12,1872.93,56.53,2871.5800000000004
Brenhamcity,TX,11952,1560.3,0,0.0,21946,339,90.38,60.72,2.45,2.38,1141.78,4402.91,78.2,5622.889999999999
Woonsocketcity,RI,43877,5497.8,43877,100.0,25363,439,93.77,35.47,2.81,2.26,588.16,1547.02,66.72,2201.8999999999996
Pinolecity,CA,17460,3274.6,17460,100.0,45820,744,96.35,77.22,2.8,2.76,1213.13,3084.06,334.29,4631.4800000000005
HighlandParkborough,NJ,13279,6974.3,13279,100.0,39603,668,94.64,41.15,2.74,1.99,540.12,1651.23,38.58,2229.93
Cleburnecity,TX,22205,1102.1,0,0.0,26037,398,88.26,67.82,2.64,2.72,879.49,4959.83,38.05,5877.37
Memphiscity,TN,610337,2300.9,610337,100.0,22674,373,92.46,55.15,2.71,2.43,2474.07,3785.9,866.91,7126.88
Middletowntown,RI,19460,1447.3,17709,90.82,35228,676,92.72,49.67,2.63,2.67,216.9,1780.58,25.22,2022.7
Durantcity,OK,12823,689.6,0,0.0,14316,277,86.82,54.26,2.36,2.27,1299.29,4318.44,30.04,5647.7699999999995
Stillwatercity,OK,36676,1299.5,0,0.0,18501,354,89.86,39.71,2.48,2.01,778.93,2861.38,39.74,3680.0499999999997
HermosaBeachcity,CA,18219,12277.0,18219,100.0,54497,886,94.66,40.85,2.22,1.82,1482.61,3139.34,174.11,4796.0599999999995
